gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
259490_at,0.02368177664937496,-0.07643601081867811,0.06844269496823947,-0.10507224064086239,-0.09936949306866824,-0.01580898557205559,-0.06182756590029364,-0.009591144695794135
HSP91,-0.2622628755411973,-0.2897159298112128,-0.1583866345976892,-0.2932783007164915,-0.25433719158495366,-0.29136818966869116,-0.20764971515516506,-0.2932245273232133
HT1,-0.11477563388500739,-0.10451107446525382,-0.20409748808435924,-0.19146190756082332,-0.20451106508652947,-0.14083121706034396,-0.1654146414380529,-0.1488448837568463
HTA10,-0.1969040978976379,-0.22767909562442462,-0.1704611996696398,-0.2611025574248734,-0.24082502168707587,-0.20929577239916852,-0.23654739717213652,-0.19070643721691719
HTR12,-0.27559262624481795,-0.2476033343413493,-0.27654487851606274,-0.217907723964893,-0.2260460858612721,-0.23481051351922738,-0.21076177321853118,-0.25008149773681365
HUB2,-0.12165550521590839,-0.13937849221987203,-0.20668489488549152,-0.13107729343819757,-0.22731285178919816,-0.13317679472432628,-0.0902806681939271,-0.07451926842978165
HTA9,0.08689059450202773,0.20250333121826747,0.2797475837273746,0.40577277956441676,0.433938962588194,0.34862656675945164,0.13289835292176022,0.3035161888371852
HOS10,0.5014028421888121,0.3926892462434577,0.6678586038972146,0.5106745179672264,1.0859011601607949,0.7700450409257569,0.9487021452470316,0.813543687116008
HMGB3,0.1371996536092412,0.08839178220315334,0.3858312625737975,0.23916413621877777,0.9693586947915995,0.5450900733839048,0.9109128687632997,0.6008186501454437
FUT4,-0.07521637373232674,-0.046096829136088265,0.49967716182361727,0.6856576698408208,0.7666761463234334,0.615680857149401,0.9193598835067219,1.1556978128457713
FUT5,-0.1805644034867481,-0.21771697626596226,-0.11440071897844069,-0.19719183444837174,-0.16861936379529172,-0.1599672729003881,-0.17297249673479928,-0.20010392880999434
FVE,-0.21668372797397825,-0.22586780119561325,-0.22436550802656202,-0.18132434460592992,-0.20493332039583811,-0.23736198763123326,-0.22498832436534794,-0.22573345133656836
GAD4,-0.2764526101611806,-0.29288569506163264,-0.28905067805486867,-0.29415982792996054,-0.28347280792725255,-0.2973216292633716,-0.2978993989927836,-0.2940788447407657
GAE4,-0.2751626342866367,-0.2290375664460331,-0.22479674249341738,-0.2328936865938658,-0.25982651060596645,-0.25734853484194603,-0.2930090220360654,-0.2466642280666038
GCL2,-0.2442032132975822,-0.2625465133790428,-0.25929549984184763,-0.27520699284037725,-0.2526481703477189,-0.27435836225531857,-0.30012229760947373,-0.2722937505931778
BBX9,-0.23259343042668681,-0.2629993369862456,-0.2761136440492073,-0.26154332103160793,-0.2767167229783136,-0.27308262519931564,-0.20631597598515097,-0.21291869007328135
GC4,-0.2768826021193619,-0.23809403859008976,-0.2687826581126659,-0.296363645963633,-0.28347280792725255,-0.2968963835780372,-0.2965656598227695,-0.292797368614437
GAUT7,-0.1852943150267425,-0.22315085955239627,-0.14243095932404023,-0.20512557936959266,-0.1867763420955649,-0.16379448406839692,-0.18675446815827798,-0.14030170958132163
