gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
AT5G20885,361.3,322.5,290.1,274.0,301.9,253.0,348.6,344.0
AT5G28470,25.1,23.5,21.4,27.4,17.8,12.9,26.5,18.3
AT5G28490,449.7,333.5,573.9,364.5,554.5,461.4,524.9,447.7
AT5G19870,16.6,4.7,29.4,6.6,6.4,16.6,12.2,6.2
AT5G19900,148.9,170.8,150.3,178.8,159.8,130.9,129.4,153.9
AT5G19910,179.0,196.1,126.3,157.1,165.3,162.3,168.9,159.6
AT5G19920,159.1,159.2,115.4,154.6,126.6,124.8,140.5,110.5
AT5G19970,30.5,29.7,27.6,36.9,31.5,32.5,30.2,21.7
AT5G19980,266.3,228.2,286.5,324.5,336.6,272.0,308.5,304.2
AT5G20110,9.0,12.0,10.6,10.7,11.6,5.0,17.0,14.4
AT5G19880,1.4,2.9,3.1,1.4,0.7,3.0,2.7,2.2
AT5G20050,69.9,106.2,82.6,71.5,48.1,77.5,65.1,53.5
AT5G19990;AT5G20000,685.6,850.9,807.0,925.5,834.7,749.9,637.7,801.2
AT5G19960,115.8,111.3,148.0,133.2,137.5,166.8,142.5,143.7
AT5G19890,25.2,20.0,28.4,14.5,29.7,19.0,20.0,17.7
AT5G19930,188.1,192.5,184.8,214.0,186.2,203.4,203.8,236.7
AT5G19950,43.8,45.4,67.7,53.5,53.0,61.0,75.1,54.2
AT5G20040,173.6,216.3,184.1,184.0,141.0,164.6,169.8,130.2
AT5G20010;AT5G20020,940.9,1503.1,1053.0,1575.8,1126.9,1641.5,1014.0,1502.5
AT5G19940,542.3,559.5,634.4,674.5,651.2,620.7,739.5,601.7
AT5G20030,59.1,63.2,35.4,54.3,53.8,67.0,53.5,37.0
AT5G20090,1071.5,1007.6,1150.4,1112.0,1076.1,934.8,1171.6,1071.1
AT5G20080,959.8,1067.5,939.7,1218.7,977.6,1108.9,1107.9,1127.2
AT5G19855,87.1,84.5,73.0,76.6,57.7,77.2,69.7,85.2
AT5G20060,1137.1,1005.6,1109.3,971.8,1078.2,968.6,1069.3,922.1
AT5G19875,38.8,22.2,93.1,108.4,117.3,85.6,65.4,79.3
AT5G20070,613.2,578.4,717.4,687.1,585.4,538.0,625.6,585.8
246127_s_;at,15.4,2.5,20.5,4.7,5.1,5.2,11.2,3.7
AT5G32540,13.6,3.6,13.1,6.6,1.5,5.9,15.9,2.7
246129_at,2.1,0.7,2.0,1.2,0.6,0.8,0.8,0.9
246100_at,13.2,5.9,13.7,1.5,11.2,1.4,11.4,4.2
246101_at,2.0,1.1,6.2,8.3,1.9,1.9,1.8,1.7
AT5G32590,1.3,5.9,4.0,8.0,1.2,2.2,2.0,14.2
AT5G28640,2369.2,2476.6,1958.1,1703.5,1883.7,1869.4,1816.8,1808.6
AT5G28650,63.9,62.5,55.7,48.8,82.5,84.2,95.9,88.7
AT5G28670,15.4,22.6,5.7,10.9,1.5,2.4,5.6,9.1
AT5G28680,0.8,3.2,2.1,1.4,6.4,8.1,1.6,1.0
AT5G28700,8.2,16.7,32.9,20.3,19.8,29.4,25.5,16.8
AT5G28630,22.2,9.6,22.3,21.3,18.2,17.9,14.9,29.0
AT5G20120,98.3,115.6,138.2,113.9,102.3,102.5,117.5,101.2
AT5G20140,71.2,57.3,77.2,93.8,60.2,100.9,47.2,67.5
AT5G20170,252.2,245.1,256.2,259.8,262.6,235.5,251.5,264.1
AT5G20200,217.3,210.0,197.6,187.2,218.7,193.4,249.2,220.5
246113_at,24.2,25.9,35.1,16.7,33.2,21.2,4.3,23.8
AT5G20250,57.6,89.2,76.9,127.2,107.5,148.8,149.2,165.0
AT5G20300,166.2,168.5,168.2,161.6,152.8,121.6,151.4,128.7
AT5G20310,39.6,22.4,36.6,23.9,16.7,23.2,25.6,18.1
AT5G20320,182.4,143.6,181.7,168.6,206.2,146.2,213.4,179.8
AT5G20340,10.3,8.9,30.0,15.1,3.2,31.0,14.8,7.2
AT5G20350,544.9,458.9,505.6,421.1,575.3,446.7,549.8,447.0
AT5G20360,68.0,88.5,109.6,92.7,92.9,56.0,86.7,78.4
AT5G20370,23.0,10.2,18.1,25.3,13.1,23.4,9.0,31.1
AT5G20380,75.3,113.3,93.7,121.2,113.0,90.0,94.8,130.5
AT5G20390,17.5,14.3,18.8,7.7,9.2,13.6,1.1,14.6
AT5G20330,1.4,9.7,6.0,5.9,2.7,2.4,8.6,2.0
AT5G20270,180.5,180.8,207.4,149.4,172.8,129.1,180.6,156.6
AT5G20400,8.2,6.9,29.9,27.1,32.5,28.6,20.7,32.3
AT5G20230,6.3,14.8,29.4,6.0,16.7,37.8,9.6,30.8
AT5G20290,9865.7,7862.1,9503.7,8002.1,8548.2,8971.3,8766.4,9075.6
AT5G20220,39.3,57.3,71.8,47.3,42.1,51.5,46.1,42.8
AT5G20160,3959.7,3575.1,3523.6,3340.6,3368.6,3650.6,3489.9,3451.4
AT5G20150,136.3,84.7,80.2,121.3,85.4,86.8,146.1,87.3
AT5G20240,14.7,18.7,18.6,18.0,9.6,22.4,11.1,30.4
AT5G20180,1286.9,1000.8,1166.7,1241.0,1164.4,1022.9,1091.1,1117.6
AT5G20130,288.3,368.5,332.4,445.9,341.9,376.8,352.0,351.8
AT5G20410,64.8,29.0,59.1,29.4,39.3,37.8,68.0,45.8
AT5G20280,155.8,166.4,115.7,102.6,155.4,153.7,191.5,126.6
AT5G20420,62.3,42.8,77.4,55.4,71.8,62.1,65.7,52.0
AT5G20430;AT5G20440,30.6,27.3,23.5,21.3,25.1,30.6,10.0,36.4
AT5G20450,133.3,117.5,73.7,90.1,113.9,99.9,108.6,114.7
AT5G20460,4.2,8.3,15.2,16.8,11.2,2.6,6.8,9.9
AT5G20470;AT5G20490,74.9,103.1,84.8,107.4,96.0,114.9,75.2,84.8
AT5G20480,11.7,1.4,19.3,5.6,14.1,2.7,10.4,9.3
246083_at,114.3,103.8,110.6,106.1,91.6,116.7,72.2,130.7
246084_at,60.0,66.7,46.2,54.8,78.3,68.5,70.0,53.2
AT5G20540,141.9,120.5,122.5,113.1,141.6,120.4,140.3,112.9
AT5G20560,17.4,13.1,13.1,6.6,14.2,8.0,36.6,33.8
AT5G20580,86.9,120.8,109.4,113.9,115.1,118.8,129.6,116.8
AT5G20600,545.5,491.1,512.4,457.9,481.8,432.9,472.8,440.1
AT5G20570,1339.1,1146.8,1225.0,1237.7,1230.0,1253.5,1298.6,1199.7
AT5G20520,301.9,304.8,313.2,288.6,402.1,354.2,371.4,356.9
AT5G20590,232.8,242.4,247.2,242.7,231.4,220.3,249.0,233.5
AT5G20500,2126.9,1842.3,2166.0,1896.8,2130.2,1960.4,2140.8,2056.6
AT5G20550,14.3,29.6,29.2,35.6,36.1,44.3,28.2,21.1
AT5G19300,293.3,294.1,250.6,275.5,193.3,216.3,233.8,206.0
AT5G19310,72.8,97.6,67.7,66.0,57.5,60.5,64.7,66.1
AT5G19320,342.5,388.5,271.6,381.9,305.5,308.0,239.2,357.5
AT5G19330,470.4,525.1,459.6,526.7,498.0,494.7,543.4,504.7
AT5G19340,76.1,82.9,75.5,89.3,72.1,115.6,90.8,99.6
AT5G19350,687.3,794.0,640.4,741.4,617.1,745.4,663.4,764.5
AT5G19360,3.0,9.9,4.0,8.8,13.3,2.4,17.6,19.2
AT5G19400,281.1,208.7,185.3,159.3,232.7,153.5,188.7,153.5
AT5G19410,4.6,3.7,6.0,3.1,3.7,3.0,4.7,3.1
AT5G19420,95.6,83.4,123.1,86.3,92.3,83.7,90.9,82.6
AT5G19460;AT5G19470,153.4,158.0,176.4,137.6,109.5,144.6,102.6,105.9
AT5G19480,158.5,202.6,128.2,186.8,221.7,190.7,194.9,170.8
AT5G19370,648.8,663.5,674.0,665.3,577.0,634.1,638.2,594.1
AT5G19290,1835.7,1748.5,1740.5,1596.3,1595.6,1440.2,1621.7,1437.6
AT5G19440,1590.1,1695.8,1520.7,1709.9,1641.6,1674.6,1565.8,1837.2
AT5G19380,193.8,193.2,179.2,196.8,162.7,192.5,190.4,228.6
AT5G19450,257.8,258.9,315.9,310.7,337.6,280.7,334.1,336.8
AT5G19430,155.7,144.0,138.7,114.3,146.2,157.4,126.4,146.5
AT5G28860,18.8,23.5,12.3,15.1,18.2,13.1,17.7,22.0
AT5G28870,4.1,2.9,28.5,6.2,11.8,3.1,17.8,12.3
AT5G28880,0.7,1.4,1.6,1.0,4.4,1.6,1.6,2.5
AT5G28890,1.5,1.7,1.6,0.7,2.1,0.7,2.6,1.7
AT5G28850;AT5G28900,576.0,670.2,531.4,675.9,631.3,619.2,590.0,680.8
AT5G28840,1081.4,806.0,1188.5,894.8,1091.1,744.1,1235.2,871.6
AT5G08305,44.1,56.8,51.2,57.9,38.2,61.7,44.0,65.5
AT5G08340,77.0,113.2,96.7,92.3,71.6,80.7,94.2,85.3
AT5G08360,34.6,40.9,36.8,40.7,30.2,28.2,27.2,18.9
AT5G08380,299.4,286.6,427.5,404.0,572.7,526.4,520.8,523.5
AT5G08390,360.6,348.4,370.2,271.5,293.0,210.1,370.4,257.7
AT5G08400,435.4,413.3,359.1,377.6,288.9,360.7,326.2,310.3
AT5G08430,251.3,296.9,252.0,270.3,267.8,283.2,270.6,249.0
AT5G08450,431.4,317.2,387.0,341.6,363.6,384.9,368.9,325.5
AT5G08420,392.6,570.7,391.9,574.6,457.7,600.0,405.0,599.2
AT5G08280,1217.0,1254.8,1228.8,1315.2,1061.9,1157.2,1216.4,953.4
AT5G08350,29.4,33.4,37.5,32.9,40.6,32.6,37.8,47.6
AT5G08300,1342.2,1388.8,1591.8,1544.9,1599.7,1558.8,1481.8,1455.3
AT5G08370,56.0,49.4,73.9,62.1,109.8,110.5,114.3,95.8
AT5G08415,298.5,273.5,228.1,200.2,233.6,201.6,205.4,202.6
AT5G08290,1772.8,1590.6,1697.6,1661.9,1706.2,1720.8,1659.8,1710.0
AT5G08410,210.6,226.3,180.6,182.3,162.8,178.4,210.2,189.4
AT5G08320,247.5,216.5,183.5,196.9,215.7,232.1,206.9,192.9
AT5G08335,106.2,95.3,85.1,82.0,95.5,85.2,95.9,90.0
AT5G08440,148.3,83.7,125.5,84.0,86.6,101.2,108.1,84.2
AT5G08330,165.0,168.2,182.2,187.5,249.6,188.7,240.4,251.8
AT5G10650,14.1,25.2,9.0,37.1,31.2,7.0,8.1,14.5
AT5G10660,10.0,8.3,23.1,8.1,11.9,15.3,7.2,6.4
AT5G10680,1.8,1.6,4.3,1.3,3.0,1.9,1.0,2.6
AT5G10700,194.6,134.8,185.8,152.9,193.0,153.6,201.3,128.1
AT5G10720,2.3,2.3,2.5,1.0,0.4,2.6,1.8,3.3
AT5G10730,348.1,308.5,326.6,298.3,305.6,319.7,360.5,306.4
AT5G10695,39.3,25.7,52.5,20.4,29.6,20.2,17.4,11.9
AT5G10690,244.2,202.1,225.3,195.9,242.9,198.1,238.1,169.7
AT5G10710,203.5,189.7,162.2,181.2,173.3,171.4,204.5,179.7
AT5G21100,164.8,143.3,181.8,170.5,133.3,143.2,189.3,136.4
AT5G21110,11.2,12.0,2.6,6.0,8.2,20.1,24.0,24.6
AT5G21120,35.6,24.6,40.0,29.3,25.5,38.4,30.0,32.5
AT5G21130,2.6,3.7,5.1,3.6,2.4,4.5,2.0,3.9
AT5G21150,80.9,67.9,64.8,60.9,66.2,62.5,56.9,65.7
AT5G21070,349.0,295.0,269.8,267.5,360.6,309.4,335.5,336.0
AT5G21060,354.1,262.5,325.6,301.6,289.2,265.0,316.5,260.2
AT5G21170,194.7,203.1,200.5,216.2,260.9,248.2,298.1,287.7
AT5G21090,1621.5,1615.4,1637.2,1853.9,2053.8,1958.8,1925.1,2219.8
AT5G21105,264.1,269.1,307.8,333.2,354.4,338.0,350.7,409.8
AT5G21160,514.7,529.7,494.9,489.3,538.8,478.2,466.2,502.5
246032_s_;at,2.4,11.2,7.5,2.4,6.9,12.7,1.9,15.5
AT5G32490,0.3,0.3,0.3,0.2,2.4,1.2,0.3,2.3
245974_at,5.2,18.2,16.4,18.3,41.6,31.2,3.6,20.1
AT5G13070,208.7,260.9,260.6,272.5,244.0,195.4,258.4,260.5
AT5G13080,1.2,7.7,1.8,2.4,1.0,6.3,1.7,7.1
AT5G13110,375.1,346.0,479.5,407.6,332.7,291.5,353.2,284.1
AT5G13130,1.5,1.3,1.0,0.8,1.6,1.8,1.5,1.6
AT5G13150,10.3,0.7,3.2,2.7,5.2,2.3,0.7,0.7
AT5G13140,553.9,641.6,678.6,792.2,1069.7,953.6,768.0,854.8
AT5G13100,733.6,713.2,778.2,779.6,760.9,705.2,808.8,697.9
AT5G13170,25.0,5.9,41.8,6.5,24.5,4.1,4.0,8.2
AT5G13050,207.2,249.1,249.3,257.3,179.9,239.2,209.2,242.6
AT5G13090,288.8,326.6,325.7,263.8,340.0,304.0,345.3,328.4
AT5G13120,935.0,951.8,1040.9,1005.4,1029.7,937.5,902.8,905.8
AT5G13160,104.1,88.6,155.3,112.4,152.5,101.2,132.2,111.7
AT5G13180,79.2,82.8,122.4,135.0,111.5,99.3,103.8,107.8
AT5G20610,165.5,162.0,206.9,154.9,133.5,143.8,139.5,179.4
AT5G20620,347.8,444.3,264.3,446.2,427.3,479.2,344.6,458.3
AT5G20640,51.2,34.8,40.8,33.5,32.6,56.6,49.1,36.4
AT5G20660,481.4,460.9,473.4,427.6,486.5,476.0,419.4,458.6
AT5G20690,15.5,17.4,23.0,20.1,16.5,26.2,24.9,20.9
AT5G20700,101.3,93.5,176.8,167.4,163.0,165.9,131.0,94.9
AT5G20760,25.6,30.8,40.8,29.6,25.7,48.9,26.4,31.0
AT5G20770,21.2,12.6,13.1,15.0,6.5,19.0,21.4,11.8
AT5G20800,1.8,2.4,3.8,2.6,1.7,1.4,2.6,2.2
AT5G20810,9.3,19.7,7.7,6.1,12.8,20.8,16.5,19.0
AT5G20830,1149.2,1175.9,1200.6,1260.6,1606.1,1456.2,1407.8,1488.0
AT5G20650,920.1,799.4,872.5,730.9,1090.3,892.4,865.4,947.5
AT5G20820,35.4,29.0,62.8,70.6,77.6,48.9,46.8,26.2
AT5G20790,20.2,3.2,31.5,3.3,1.1,2.5,27.5,3.7
AT5G20740,608.0,488.9,499.7,270.1,387.4,324.3,438.2,406.3
AT5G20720,3694.5,3495.5,3504.1,3655.4,3216.0,3212.5,3535.3,3095.3
AT5G20630,1101.8,602.7,450.4,459.6,211.9,476.7,792.1,126.2
AT5G20710,34.7,24.6,34.1,23.0,20.5,19.4,26.8,37.8
AT5G20730,196.5,143.2,167.3,145.1,186.0,135.7,176.7,162.4
AT5G20680,129.6,114.4,143.6,107.3,109.6,105.4,121.5,110.5
AT5G19490,25.1,45.0,30.7,24.9,10.8,28.9,30.8,26.4
AT5G19500,150.2,115.5,148.5,92.9,130.7,117.2,133.7,115.1
AT5G19520,61.8,36.7,14.4,18.1,27.2,31.6,39.0,44.0
AT5G19560,3.7,2.5,8.0,2.4,1.5,3.2,6.6,1.7
AT5G19580,5.0,2.9,4.4,3.6,2.6,4.3,5.5,3.4
AT5G19530,127.9,110.1,128.5,128.3,137.1,163.9,184.6,171.4
AT5G19540,213.5,276.4,181.7,241.0,186.2,228.3,210.2,200.6
AT5G19510,6460.5,5560.8,6217.8,5477.5,6000.5,5801.5,5992.2,5803.1
AT5G19570,151.4,187.5,125.0,188.7,164.2,166.7,149.6,194.8
AT5G19550,1146.1,1254.8,1984.3,1856.1,2055.1,1871.2,1869.9,1733.6
AT5G28500,479.6,450.7,273.1,511.2,336.5,359.6,397.7,247.5
AT5G28520,9.7,6.5,5.2,4.1,7.1,10.5,5.7,7.0
AT5G28530,40.9,96.8,98.2,81.4,99.4,74.8,72.4,78.3
AT5G28510,17.2,9.4,19.8,5.6,8.3,8.9,8.8,0.6
AT5G42020;AT5G28540,3495.3,3102.6,3493.2,3415.8,2767.7,2884.6,3073.6,2901.9
AT5G19590,454.6,497.4,466.4,594.6,623.0,649.8,540.6,653.8
AT5G19610,16.4,8.6,10.1,3.0,1.3,2.7,11.5,3.1
AT5G19640,3.1,1.3,10.1,2.0,6.7,3.1,2.7,13.1
AT5G19660,210.1,270.1,229.1,272.4,288.9,255.4,190.7,196.4
AT5G19670,83.3,86.0,130.4,75.1,89.0,114.8,63.2,110.0
AT5G19700,27.1,4.8,21.3,8.0,5.5,5.7,15.8,19.2
AT5G19710,8.6,10.5,4.6,11.1,8.4,11.6,13.7,6.7
AT5G19720,33.9,57.2,63.8,47.8,43.0,51.5,65.4,61.0
AT5G19730,116.6,132.2,174.0,212.2,199.1,179.3,177.0,177.8
AT5G19790,10.1,5.1,10.2,3.2,2.7,2.4,3.6,4.8
AT5G19800,2.1,3.2,4.4,2.1,6.5,4.3,7.4,2.8
AT5G19810,10.3,4.2,8.8,3.8,9.1,4.5,13.3,6.2
AT5G19830,96.3,85.8,99.2,79.2,81.7,95.7,97.0,91.4
AT5G19840,73.3,99.5,99.2,83.4,83.9,82.3,84.4,77.8
AT5G19850,54.8,57.7,75.5,51.3,68.6,53.1,63.8,45.6
AT5G19750,830.0,761.2,810.8,842.6,637.7,630.9,671.6,633.4
AT5G19680,336.5,492.1,361.2,492.2,393.8,410.9,366.2,469.5
AT5G19760,3541.8,2151.6,3518.7,2443.5,3099.3,2397.1,3174.2,2404.8
AT5G19630,98.6,89.1,133.8,135.1,151.2,112.3,154.7,110.3
AT5G19820,949.6,557.1,755.3,522.4,702.7,460.2,818.3,498.7
AT5G19690,1615.0,1381.0,1686.1,1509.2,1450.3,1293.7,1449.9,1341.5
AT5G19600,73.6,53.8,103.8,85.1,72.6,59.1,63.1,68.3
AT5G19860,215.0,233.1,279.3,285.5,294.7,304.3,258.8,379.9
AT5G19620,370.4,342.7,318.9,289.9,324.1,292.0,336.8,280.0
AT5G19780;AT5G19770,4080.0,4011.6,3848.4,3693.1,3982.3,3921.5,3815.8,3942.9
245916_at,25.6,11.9,7.4,19.9,10.9,26.8,9.7,9.6
AT5G28740,614.4,625.8,626.0,550.0,540.4,489.0,539.6,488.7
AT5G28760,7.9,1.2,3.8,1.0,1.7,1.0,1.3,1.7
AT5G28780,17.2,9.3,11.3,10.3,7.2,14.1,9.8,7.2
AT5G28790,18.9,11.6,16.8,13.5,10.9,24.1,22.4,22.7
AT5G28800,36.2,28.6,44.3,19.2,28.5,25.8,13.2,14.2
AT5G28810,5.4,0.3,0.1,0.0,0.5,0.3,0.3,0.1
AT5G28820,20.7,5.6,14.7,11.7,9.2,8.5,14.3,10.7
AT5G28750,404.7,412.2,416.3,453.0,404.8,464.8,410.1,421.1
AT5G28770,133.0,154.1,134.2,161.9,183.9,201.5,213.5,250.3
AT5G24740,127.0,128.7,152.2,115.3,153.9,121.0,150.3,127.5
AT5G24750,81.6,86.7,73.9,108.6,100.9,76.8,117.0,94.3
AT5G24770;AT5G24780,34.2,48.6,11.1,19.0,46.2,49.5,152.7,263.6
AT5G24760,201.1,280.7,266.0,308.7,208.3,273.7,283.3,259.5
AT5G09240,332.3,325.8,312.2,380.9,282.4,320.5,328.1,294.0
AT5G09280,10.8,10.6,5.9,14.5,2.0,9.0,9.9,13.9
AT5G09290,37.0,41.2,74.7,50.7,71.4,63.9,66.5,81.6
AT5G09320,96.0,108.5,69.8,124.4,95.9,107.4,92.7,144.3
AT5G09330,594.9,577.3,557.7,541.8,676.8,563.3,628.2,704.0
AT5G09340,1.4,7.3,3.2,0.5,0.4,1.7,4.3,8.1
AT5G09360,8.6,20.5,11.5,1.5,13.6,4.9,12.9,8.9
AT5G09380,102.2,99.2,97.5,87.7,99.0,113.2,87.6,105.1
AT5G09410,314.1,300.3,290.0,272.7,287.3,234.1,255.8,276.7
AT5G09420,160.0,206.7,125.1,189.0,157.3,160.1,132.8,155.9
AT5G09430,6.7,1.6,1.8,2.0,1.1,12.6,1.2,14.2
AT5G09462;AT5G09460;AT5G09463;AT5G09461,264.0,272.6,322.7,311.7,329.5,321.6,300.8,313.9
AT5G09470,18.5,12.2,10.4,4.7,11.2,33.3,5.2,13.3
AT5G09500,9.1,9.8,21.1,11.6,1.6,2.0,10.5,14.1
AT5G09300,85.8,82.5,105.2,75.8,105.3,95.4,129.3,120.4
AT5G09440,225.2,248.7,188.9,166.1,194.1,205.7,234.8,215.1
AT5G09510,843.5,1263.8,807.4,1208.8,761.5,1200.9,690.8,1150.1
AT5G09390,429.8,333.4,387.4,371.1,409.1,351.2,368.4,447.4
AT5G09450,252.3,307.5,226.2,257.2,226.2,249.6,219.9,273.7
AT5G09480,4.4,2.3,6.5,1.8,10.8,1.9,6.5,8.2
AT5G09490,12.5,13.4,1.7,17.5,1.0,24.0,6.5,13.8
AT5G09220,247.8,182.1,631.0,843.0,699.2,275.5,186.9,230.8
AT5G09370,25.6,15.3,6.9,12.0,19.8,14.0,32.3,22.0
AT5G09270,422.7,463.5,372.3,404.3,389.0,390.6,393.5,425.0
AT5G09310,290.1,256.6,303.7,344.9,318.2,226.9,302.2,306.4
AT5G09230,64.2,109.0,87.7,91.4,100.4,117.8,88.5,104.7
AT5G09250,475.5,359.5,342.6,321.9,338.8,247.3,359.5,261.7
AT5G09400,102.3,103.2,99.5,94.1,94.2,88.4,91.8,93.5
AT5G11020,180.7,153.1,156.3,150.0,148.0,156.7,138.1,164.3
AT5G11030,129.0,133.4,82.2,140.5,151.4,120.3,143.1,142.1
AT5G11040,348.3,295.0,305.6,248.7,306.4,270.2,317.2,254.9
AT5G11060,85.3,62.9,58.5,48.0,78.9,60.2,48.4,64.5
AT5G11080,35.5,29.5,39.7,27.6,36.4,14.9,30.0,30.0
AT5G11100,22.7,14.2,21.6,20.8,21.4,36.3,12.1,26.3
AT5G11110,93.4,97.3,131.5,111.4,121.7,118.3,107.2,109.7
AT5G11090,273.4,325.6,370.6,303.8,334.4,418.6,344.2,430.9
AT5G11070,47.1,27.6,65.1,39.0,56.1,61.5,48.3,57.0
AT5G11050,31.6,43.2,58.0,44.9,27.2,39.3,36.7,56.3
AT5G13480,256.4,232.5,228.8,242.2,245.8,241.7,257.6,254.4
AT5G13520,447.9,535.3,434.9,479.3,431.3,467.2,396.0,431.8
AT5G13530,55.4,41.5,60.2,34.3,64.6,45.7,62.7,42.2
AT5G13510,1178.6,1101.4,1001.1,1125.4,858.9,1075.8,1046.4,850.2
AT5G13500,117.9,131.9,131.5,105.7,118.8,125.8,109.3,115.3
AT5G13490,147.6,112.9,138.3,130.8,141.3,153.2,134.4,109.0
AT5G13550,71.0,75.7,49.1,76.4,73.4,68.7,72.2,72.1
AT5G28240,31.9,15.6,29.0,6.9,13.2,18.4,20.5,41.2
AT5G28270,20.9,19.1,26.5,8.4,11.0,17.0,16.5,23.0
AT5G28280,14.2,10.6,2.4,4.8,11.5,2.6,4.0,6.9
AT5G28290,375.1,410.5,361.7,321.1,320.0,318.4,365.4,333.7
AT5G28310,36.3,4.7,38.9,20.9,24.5,13.3,24.8,35.5
AT5G28300,83.4,95.3,95.8,96.9,82.7,125.9,112.8,112.0
AT5G01010,521.7,582.9,585.4,631.8,636.9,634.6,462.4,745.5
AT1G58060;AT1G58050,52.4,113.3,57.4,102.8,59.0,89.7,79.7,76.9
AAE7,23.5,32.9,23.8,37.4,24.9,25.8,34.1,24.5
245865_at,2.7,0.8,2.0,1.0,1.3,4.3,1.8,1.3
AT1G57990;AT1G57980,10.1,27.7,8.7,21.2,15.3,25.6,28.6,26.5
RTFL10,532.7,567.5,628.7,514.2,395.8,483.8,448.9,484.6
SUN2,377.3,316.2,329.4,272.9,347.6,324.8,377.7,313.2
RBL10,178.6,155.5,159.5,143.8,166.2,129.2,154.6,146.8
RAV2,127.1,115.1,119.6,131.0,137.0,145.9,155.7,128.0
RAV1,15.3,1.3,12.0,2.7,14.0,17.8,11.2,4.4
ABCI15,110.5,126.8,118.3,138.0,121.1,131.5,144.7,203.3
245874_at,19.8,10.2,17.4,14.3,13.6,13.8,13.2,14.1
RAP2.4,9.4,8.5,15.0,13.9,24.9,4.2,17.8,4.3
RAP2.1,102.5,71.5,92.0,70.9,49.5,70.9,98.2,69.2
RALFL9,4.2,17.5,8.6,26.8,28.1,39.2,38.6,33.1
RALFL5,154.1,146.4,126.8,143.4,128.2,126.9,152.5,166.2
245843_at,114.1,86.6,103.2,97.9,94.8,100.0,94.0,80.5
RALFL3,417.5,371.9,401.8,278.4,318.8,249.1,361.9,224.1
MAPKKK21,181.7,211.9,131.7,214.3,198.4,210.1,179.3,217.7
RAD51D,117.7,96.6,105.8,94.1,102.2,89.2,92.1,92.0
RAD23A,203.9,179.7,187.8,208.3,177.2,186.7,171.1,187.2
SBT3.12,14.8,29.2,26.7,16.3,19.2,37.0,40.5,37.5
RALFL2,264.6,245.7,217.6,234.2,231.8,219.8,247.6,228.9
RAD23B,269.7,258.8,279.3,283.8,277.1,273.8,255.8,283.7
STV1,17.5,25.4,29.2,19.7,22.9,21.4,33.2,58.8
RBCS1A,28.3,11.5,12.2,24.9,17.5,31.8,21.4,18.7
RAS1,399.3,479.5,516.3,531.2,669.6,716.3,711.5,701.9
emb1703,775.0,1077.6,821.3,963.1,842.5,939.9,747.0,896.4
scpl23,13.8,2.0,1.9,2.1,2.6,3.6,3.9,12.5
NPGR2,4.6,1.6,2.3,5.1,3.2,11.2,7.9,17.5
RPS2,158.2,169.8,162.3,176.5,203.3,225.7,178.2,158.6
scpl10,17.6,22.3,12.5,18.4,17.4,28.9,24.5,26.6
iqd9,21.7,19.0,26.8,23.3,16.7,20.6,11.6,25.6
sks15,1517.3,1549.2,1332.7,1346.2,1256.9,1216.5,1222.0,1277.9
emb2444,17.9,3.3,2.1,5.9,6.7,7.7,14.1,8.4
ftsh3,40.0,49.4,19.1,48.2,60.1,49.8,50.9,87.6
MAT3,42.3,68.9,62.9,69.1,60.1,71.9,65.6,61.9
AGY1,880.1,738.6,1031.9,900.9,865.1,717.8,903.1,725.9
CYP705A13,18.4,20.4,43.7,18.8,20.7,30.2,24.8,24.3
CYP704A1,3.5,2.5,24.1,4.0,2.8,3.0,3.9,2.5
CYP51G2,14.9,11.5,8.1,6.5,5.2,2.5,6.1,6.8
CYP705A9,0.7,2.0,4.7,0.3,0.1,11.5,0.4,1.6
ADA2A,14.6,4.4,3.1,1.3,10.6,5.1,9.7,8.3
ACT3,22.3,18.8,34.0,17.8,25.9,43.5,30.5,34.9
ACT12,36.8,30.8,35.2,44.9,31.3,49.0,32.9,43.8
ACX4,18.3,23.4,28.3,11.3,17.7,20.3,18.3,12.1
AT1G58380;AT1G58684;AT1G59359;AT1G58983,7811.5,7302.8,7213.1,7618.6,6855.7,7507.9,7412.4,7235.7
QRT3,2.9,12.9,2.2,2.2,1.8,2.5,3.4,6.0
PCK1,100.8,108.0,90.7,100.2,87.0,104.7,90.3,101.0
AGL42,175.8,187.4,178.5,171.4,149.2,152.1,155.9,151.8
AT1G38065;AT1G38131,161.6,150.8,148.8,106.8,135.8,76.8,177.8,82.1
ATNTH1,5.9,3.9,6.4,0.6,4.2,4.4,0.5,1.1
245812_at,1.5,1.4,1.2,1.1,2.5,8.5,4.9,1.5
MMZ3,79.3,113.7,94.7,80.9,62.0,68.1,63.1,55.7
SPY,122.6,150.0,119.0,146.7,102.2,119.6,118.6,114.4
UNE1,277.9,281.4,333.1,303.3,327.7,298.2,366.9,311.1
UPL6,3.0,1.0,2.3,1.0,1.0,1.3,2.0,1.2
ANAC087,145.5,141.2,164.6,130.5,137.0,137.9,138.9,164.9
CIPK8,431.6,566.0,466.8,615.4,537.7,533.6,447.8,526.0
UGT85A7,142.0,113.2,154.3,127.9,104.3,77.7,97.4,104.5
